id,kind,jurisdiction,identifier,title,status,introduced,url,fears,controls,agencies
os-310ad08f-6b17-45f9-981c-b795fef2dc89,bill,New York,S 8721,Establishes privacy and publicity rights for likenesses altered using artificial intelligence,pending,2026-01-07,https://openstates.org/ny/bills/2025-2026/S8721/,deepfakes,,
os-fd3c77e8-1f66-4f78-af1e-5ed8bb637f23,bill,Maine,LD 2082,An Act To Regulate The Use Of Artificial Intelligence In Providing Certain Mental Health Services,passed,2026-01-07,https://openstates.org/me/bills/132/LD2082/,,,
os-c3cb12f2-682e-4f10-b033-73b3392f1d76,bill,New York,S 8706,Requires covered businesses to annually report to the department of labor regarding the impact of artificial intelligence on hiring and the nature of artificial intelligence use,pending,2026-01-07,https://openstates.org/ny/bills/2025-2026/S8706/,bias,mandatory-reporting,
os-1b68b8e5-937f-4e52-8300-beb5cb120a94,bill,Florida,SB 1346,Public Records/Department of Legal Affairs/Artificial Intelligence Violations,failed,2026-01-07,https://openstates.org/fl/bills/2026/SB1346/,,,Florida Department of Legal Affairs
os-4ad9f5ab-0e88-43b7-bbf2-1ad9d28dc5bc,bill,Florida,HB 1159,Sexual Offenses,pending,2026-01-07,https://openstates.org/fl/bills/2026/HB1159/,deepfakes,,
os-427ac5dd-8311-45c7-91c6-0a5237c8ff74,bill,Missouri,HB 2862,Prohibits digital impersonation of a person and provides for injunctive relief,pending,2026-01-07,https://openstates.org/mo/bills/2026/HB2862/,deepfakes,,
os-98498498-5439-47a0-9475-ba27a8fec959,bill,Kentucky,HB 227,AN ACT relating to addictive online platforms.,pending,2026-01-07,https://openstates.org/ky/bills/2026RS/HB227/,kids-chatbots,id-age-checks; new-agency-powers,Kentucky Attorney General
os-8f3769e1-597f-4d5f-9dda-cb4253dc6d10,bill,Virginia,SB 130,"Data centers; site assessment, definition of high energy use facility.",pending,2026-01-06,https://openstates.org/va/bills/2026/SB130/,power-bills,data-center-limits,
os-c12ccbc5-1546-4e89-ba04-7288b1cd26ee,bill,Virginia,HB 153,"Data centers; site assessment, sound profile of the high energy use facility.",pending,2026-01-06,https://openstates.org/va/bills/2026/HB153/,power-bills,data-center-limits,
os-3dba95ba-ff1b-45fa-9994-3c0f02104af9,bill,Florida,SB 1194,Artificial Intelligence in Education,failed,2026-01-06,https://openstates.org/fl/bills/2026/SB1194/,,mandatory-reporting; new-agency-powers,
os-556ac795-03c7-4992-849a-5136d718dcc9,bill,New York,A 9449,Relates to transparency and safety requirements for developers of artificial intelligence models,pending,2026-01-06,https://openstates.org/ny/bills/2025-2026/A9449/,,mandatory-reporting; new-agency-powers,New York office for oversight of AI model developer transparency and reporting
os-7629bb19-fc7c-4534-b7d1-73cf3192c4a6,bill,Vermont,S 205,An act relating to a temporary moratorium on AI data centers and a report on the construction and operation of AI data centers in Vermont,pending,2026-01-06,https://openstates.org/vt/bills/2025-2026/S205/,,data-center-limits,
os-d98b3fa7-894e-4904-83b9-e7ec68e44fc6,bill,Washington,SB 5984,Concerning regulation of artificial intelligence companion chatbots.,pending,2026-01-06,https://openstates.org/wa/bills/2025-2026/SB5984/,,,
os-d87e85db-bd84-473a-a251-2936962215a3,bill,Arizona,HB 2133,sexual material; consent; synthetic depiction,failed,2026-01-06,https://openstates.org/az/bills/57th-2nd-regular/HB2133/,,,
os-c1eb5d9d-9a09-40a0-9ff8-f0c7b780668e,bill,Kentucky,HB 33,AN ACT relating to data privacy.,pending,2026-01-06,https://openstates.org/ky/bills/2026RS/HB33/,,,
os-f76514da-cdb7-45f6-960b-0dbc54d92ad4,bill,Florida,HB 1007,Data Centers,pending,2026-01-05,https://openstates.org/fl/bills/2026/HB1007/,power-bills,data-center-limits,
os-9ce84d9c-0823-41f9-b3ff-aa66e7ef552e,bill,Tennessee,HB 1470,"Health Care - As enacted, prohibits a person from developing or deploying an artificial intelligence system that advertises or represents to the public that such system is or is able to act as a qualified mental health professional.  - Amends TCA Title 33; Title 47 and Title 63.",pending,2026-01-05,https://openstates.org/tn/bills/114/HB1470/,,,
os-79af4726-57e1-447d-b19c-72395ad37e81,bill,California,SB 867,Toys: companion chatbots.,passed,2026-01-05,https://openstates.org/ca/bills/20252026/SB867/,kids-chatbots,,
os-8945f552-e3ad-45f7-8fff-90e51135ce2d,bill,New Mexico,HB 22,DISTRIBUTION OF SENSITIVE AND DEEPFAKE IMAGES,pending,2026-01-02,https://openstates.org/nm/bills/2026/HB22/,,,
os-63280283-ef10-4d6f-abd9-5c84e96ccffe,bill,Washington,SB 5956,"Addressing artificial intelligence, student discipline, and surveillance in public schools.",pending,2025-12-31,https://openstates.org/wa/bills/2025-2026/SB5956/,,,
os-4456facf-7dc2-448a-bccd-76642cb87afb,bill,Washington,HB 2225,Concerning regulation of artificial intelligence companion chatbots.,passed,2025-12-31,https://openstates.org/wa/bills/2025-2026/HB2225/,,,
os-1f593f65-bf81-4073-b0c7-ae40f96f7909,bill,Missouri,SB 1474,Creates provisions relating to artificial intelligence,pending,2025-12-29,https://openstates.org/mo/bills/2026/SB1474/,,,
os-5dc0096d-b85f-47e3-9b68-395187bce536,bill,Florida,HB 899,Task Force on Artificial Intelligence in Public Postsecondary Education,failed,2025-12-23,https://openstates.org/fl/bills/2026/HB899/,,,
os-1f9bdf4d-8724-443e-afb5-779cd2e136c7,bill,Florida,SB 482,Artificial Intelligence Bill of Rights,failed,2025-12-22,https://openstates.org/fl/bills/2026/SB482/,kids-chatbots,id-age-checks,
os-6d6e2503-d80b-4593-b092-fb89b83504ce,bill,Missouri,SB 1455,Creates provisions relating to artificial intelligence chatbots,pending,2025-12-19,https://openstates.org/mo/bills/2026/SB1455/,kids-chatbots,labeling-mandates; mandatory-reporting,
os-cb162e06-1ce6-43eb-ae29-1e99ce77cd85,bill,Michigan,HB 5399,Public employees and officers: other; local officials signing nondisclosure agreements related to the construction of data centers; prohibit. Creates new act.,pending,2025-12-18,https://openstates.org/mi/bills/2025-2026/HB5399/,,,
os-a7b7c376-eeb5-4420-923d-e696ca196a06,bill,Missouri,HB 2529,Modifies certain provisions to include artificially generated visual depictions of a minor,pending,2025-12-18,https://openstates.org/mo/bills/2026/HB2529/,deepfakes,,
os-b8e92fde-5cd2-4733-9126-065b1991fc45,bill,Michigan,SB 762,Energy: other; energy and water usage report requirements for data centers; provide for. Amends sec. 5a of 1939 PA 3 (MCL 460.5a).,pending,2025-12-18,https://openstates.org/mi/bills/2025-2026/SB762/,,mandatory-reporting,
us-119-hres-963,bill,Congress,H.Res. 963,"Condemning antisemitism in all its forms, including the proliferation and amplification of antisemitic content on artificial intelligence (AI) platforms, urging robust, transparent safeguards for AI, and recognizing stakeholders working to counter this threat.",pending,2025-12-18,https://www.congress.gov/bill/119th-congress/house-resolution/963,,,
os-d0ec3dd4-ed98-44e7-8237-5bc478ef867e,bill,Tennessee,SB 1493,"Computers and Electronic Processing - As enacted, requires TACIR to study artificial intelligence and submit a report to the governor and both speakers by January 31, 2027. - Amends TCA Title 29; Title 33; Title 39 and Title 47.",pending,2025-12-18,https://openstates.org/tn/bills/114/SB1493/,,,Tennessee Advisory Commission on Intergovernmental Relations (TACIR)
us-119-hr-6909,bill,Congress,H.R. 6909,China AI Threat Assessment Act,pending,2025-12-18,https://www.congress.gov/bill/119th-congress/house-bill/6909,,,
os-38fc3532-adf9-469b-aab5-744f8b0a634c,bill,Michigan,HB 5397,Use tax: exemptions; data center exemption; eliminate. Amends sec. 21 of 1937 PA 94 (MCL 205.111) & repeals sec. 4cc of 1937 PA 94 (MCL 205.94cc).,pending,2025-12-17,https://openstates.org/mi/bills/2025-2026/HB5397/,,data-center-limits,
os-c75ad88d-514c-42a9-b46f-25ba3fdbf645,bill,Michigan,HB 5396,Sales tax: exemptions; data center exemption; eliminate. Amends sec. 25 of 1933 PA 167 (MCL 205.75) & repeals sec. 4ee of 1933 PA 167 (MCL 205.54ee).,pending,2025-12-17,https://openstates.org/mi/bills/2025-2026/HB5396/,,,
os-e4f4e322-3037-42ed-8f27-2c06107112e9,resolution,Ohio,SCR 14,Urge Congress to reject moratorium on state regulation of AI,pending,2025-12-17,https://openstates.org/oh/bills/136/SCR14/,,,
os-f25b028d-9bf6-4663-96a8-8ca2d822976b,bill,New Hampshire,HB 1725,relative to the regulation of artificial intelligence technologies.,pending,2025-12-17,https://openstates.org/nh/bills/2026/HB1725/,,,
os-39308a57-aef0-472b-9d1a-2be5dd61e1e5,bill,Michigan,SB 760,Trade: business regulation; availability of companion chatbots to minors; prohibit. Creates new act.,pending,2025-12-17,https://openstates.org/mi/bills/2025-2026/SB760/,kids-chatbots,,
us-119-s-3557,bill,Congress,S. 3557,States' Right to Regulate AI Act,pending,2025-12-17,https://www.congress.gov/bill/119th-congress/senate-bill/3557,,,
os-21ec6171-904f-413e-95a3-b1ea41313c65,bill,South Carolina,H 4582,Artificial Intelligence Electives,pending,2025-12-16,https://openstates.org/sc/bills/2025-2026/H4582/,,,
os-5141394f-634b-4b3f-8743-e80fe7a9580c,bill,Tennessee,HB 1461,"Computers and Electronic Processing - As introduced, requires high performance computing (HPC) facility operators to devote 50 percent of the computing and data processing output of the facility for a public benefit; requires HPC facility operators to produce an annual report of the facility's energy consumption and carbon footprint; requires such operators to conduct an annual internal compliance audit and submit to an audit upon request by certain governmental entities. - Amends TCA Title 4; Title 8 and Title 68.",failed,2025-12-16,https://openstates.org/tn/bills/114/HB1461/,power-bills,mandatory-reporting,
os-b33b44df-8270-4412-8868-47e6b4c2ea25,bill,South Carolina,H 4675,Video Surveillance,pending,2025-12-16,https://openstates.org/sc/bills/2025-2026/H4675/,,mandatory-reporting,
os-20b55adb-6671-49dd-8a91-6af09e75bf8d,bill,South Carolina,H 4657,Right to Compute Act,pending,2025-12-16,https://openstates.org/sc/bills/2025-2026/H4657/,ai-cyberattacks,mandatory-reporting,
os-71dbf651-ff8a-4e07-b3d2-596fbab14a99,bill,Washington,HB 2157,"Regulating high-risk artificial intelligence system development, deployment, and use.",pending,2025-12-16,https://openstates.org/wa/bills/2025-2026/HB2157/,,,
fr-2025-23092,order,Executive Office of the President,Executive Order 14365,Ensuring a National Policy Framework for Artificial Intelligence,passed,2025-12-16,https://www.federalregister.gov/documents/2025/12/16/2025-23092/ensuring-a-national-policy-framework-for-artificial-intelligence,,,
os-c2570eb3-f466-4b0d-a55d-507b62984878,bill,Missouri,SB 1444,Creates provisions relating to artificial intelligence in mental health,pending,2025-12-16,https://openstates.org/mo/bills/2026/SB1444/,,labeling-mandates,
os-d77d761b-5d48-4459-a26c-6e737562475f,bill,Pennsylvania,HB 2100,An Act providing for the use of mental health chatbots and artificial intelligence by mental health therapists; imposing duties on the Bureau of Professional and Occupational Affairs; and imposing a penalty.,pending,2025-12-12,https://openstates.org/pa/bills/2025-2026/HB2100/,,mandatory-reporting,Pennsylvania Bureau of Professional and Occupational Affairs
os-593e47b9-c954-4539-b016-93aa82ab771d,bill,Massachusetts,HD 5404,An Act relative to the cost of electricity at large and qualified data centers,pending,2025-12-11,https://openstates.org/ma/bills/194th/HD5404/,power-bills,,
os-055867ba-ca72-4df6-b640-1bc3f29e34e1,bill,Ohio,HB 628,License artificial intelligence risk mitigation organizations,pending,2025-12-11,https://openstates.org/oh/bills/136/HB628/,,license-to-build,
os-dbc16b69-314c-4ca8-abe7-e9441563249a,bill,New Jersey,A 6246,"Establishes ""Authentic Relationships Act""; prohibits artificial intelligence relationship simulation.",pending,2025-12-11,https://openstates.org/nj/bills/221/A6246/,,,
os-4a5b1901-26e1-46d8-8be9-a229663683e5,bill,Tennessee,HB 1455,"Computers and Electronic Processing - As enacted, requires TACIR to study artificial intelligence and submit a report to the governor and both speakers by January 31, 2027. - Amends TCA Title 29; Title 33; Title 39 and Title 47.",pending,2025-12-11,https://openstates.org/tn/bills/114/HB1455/,,,Tennessee Advisory Commission on Intergovernmental Relations (TACIR)
os-8c907e53-bb4c-430f-83fa-afb71d4396fb,bill,Washington,SB 5870,Establishing civil liability for suicide linked to the use of artificial intelligence systems.,pending,2025-12-11,https://openstates.org/wa/bills/2025-2026/SB5870/,,,
os-736c937c-64d1-4c6b-9a7d-5b668b7fd8b1,bill,New York,A 9297,Provides a host community benefit for customers in a host community where data centers are expanded or placed,pending,2025-12-10,https://openstates.org/ny/bills/2025-2026/A9297/,power-bills,,
os-2a96a9e8-4466-4e7a-9e31-c53881263829,bill,Missouri,HB 2350,Modifies certain provisions to include artificially generated visual depictions of a minor,pending,2025-12-10,https://openstates.org/mo/bills/2026/HB2350/,deepfakes,,
os-2cb6722d-026d-405c-ba5a-c757b7f4c56b,bill,New York,A 9317,Regulates companion chatbots,pending,2025-12-10,https://openstates.org/ny/bills/2025-2026/A9317/,,labeling-mandates,
os-a91af89f-5304-4759-9ae4-c046232b956e,bill,New Hampshire,HB 1506,creating an exception to the restricted uses of artificial intelligence by state agencies.,pending,2025-12-10,https://openstates.org/nh/bills/2026/HB1506/,,,
us-119-hr-6530,bill,Congress,H.R. 6530,AI Training for National Security Act,pending,2025-12-09,https://www.congress.gov/bill/119th-congress/house-bill/6530,,,
us-119-hr-6529,bill,Congress,H.R. 6529,Protecting Families from AI Data Center Energy Costs Act,pending,2025-12-09,https://www.congress.gov/bill/119th-congress/house-bill/6529,power-bills,,
os-6c19e527-8b55-4597-9c7c-87bb9a2901eb,bill,Massachusetts,HD 5363,"An Act relative to social media, algorithm accountability, and transparency",pending,2025-12-08,https://openstates.org/ma/bills/194th/HD5363/,,,
os-9334c0a9-78b6-496a-b669-c04dcac85454,bill,Missouri,HB 2239,Creates the Artificial Intelligence Data Center Environmental Accountability Act,pending,2025-12-08,https://openstates.org/mo/bills/2026/HB2239/,,,
us-119-hr-6461,bill,Congress,H.R. 6461,READ AI Models Act,pending,2025-12-04,https://www.congress.gov/bill/119th-congress/house-bill/6461,,mandatory-reporting,National Institute of Standards and Technology
os-c3838908-bd8b-4405-947e-10fb4457182a,bill,Florida,HB 659,Interactions with Artificial Intelligence,failed,2025-12-04,https://openstates.org/fl/bills/2026/HB659/,kids-chatbots,id-age-checks; labeling-mandates; mandatory-reporting,
os-2607067a-e0b5-4cbb-8af5-d27f8f582d7c,bill,New Hampshire,HB 1406,"relative to health carrier recordkeeping requirements in utilization review, including specifications regarding the use of artificial intelligence.",pending,2025-12-04,https://openstates.org/nh/bills/2026/HB1406/,,,
os-4e89e730-8ed6-4b1e-b9b0-6bb7f7c58a5a,bill,Wisconsin,AB 722,Relating to: large energy customer fees; electric utility very large customer class; a renewable resource tariff; building requirements for data centers; water usage by large customers; required pay rate on large-scale data center projects; and granting rule-making authority. (FE),pending,2025-12-03,https://openstates.org/wi/bills/2025/AB722/,power-bills,data-center-limits,
us-119-hr-6402,bill,Congress,H.R. 6402,Ensuring Safe and Ethical AI Development Through SAFE AI Research Grants,pending,2025-12-03,https://www.congress.gov/bill/119th-congress/house-bill/6402,,,
os-1b6cbbc8-2f88-422f-a98c-5d2591220eb4,bill,Wisconsin,SB 729,Relating to: large energy customer fees; electric utility very large customer class; a renewable resource tariff; building requirements for data centers; water usage by large customers; required pay rate on large-scale data center projects; and granting rule-making authority. (FE),pending,2025-12-02,https://openstates.org/wi/bills/2025/SB729/,power-bills,data-center-limits,
os-8ac9b192-019b-4066-b120-c96753087477,bill,Missouri,SB 1395,Modifies provisions relating to the unauthorized practice of law as it relates to the use of artificial intelligence,pending,2025-12-02,https://openstates.org/mo/bills/2026/SB1395/,,,
us-119-hr-6356,bill,Congress,H.R. 6356,Artificial Intelligence Civil Rights Act of 2025,pending,2025-12-02,https://www.congress.gov/bill/119th-congress/house-bill/6356,,,
us-119-s-3308,bill,Congress,S. 3308,Artificial Intelligence Civil Rights Act of 2025,pending,2025-12-02,https://www.congress.gov/bill/119th-congress/senate-bill/3308,,,
os-589cecdb-9880-46e6-b532-842d4aeaf28d,bill,Missouri,HB 1689,Modifies certain provisions to include artificially generated visual depictions of a minor,pending,2025-12-01,https://openstates.org/mo/bills/2026/HB1689/,deepfakes,,
os-f101c4ba-1f72-4257-bc6d-092d2230e864,bill,New Hampshire,HB 1265,prohibiting the construction of data centers in the state and establishing a committee to study the environmental impact of data centers.,pending,2025-12-01,https://openstates.org/nh/bills/2026/HB1265/,power-bills,data-center-limits,
os-4b486418-e5d8-45ce-96c6-b68f176c0b8d,bill,Missouri,HB 1769,"Establishes the ""AI Non-Sentience and Responsibility Act""",pending,2025-12-01,https://openstates.org/mo/bills/2026/HB1769/,,,
os-c84d3959-3c7f-468b-a121-4e6967fd4622,bill,Missouri,HB 1746,"Establishes the ""AI Nonsentience and Responsibility Act""",pending,2025-12-01,https://openstates.org/mo/bills/2026/HB1746/,,,
