id,kind,jurisdiction,identifier,title,status,introduced,url,fears,controls,agencies
os-f4feed9d-ea06-4651-900b-45480b76c48e,bill,New Jersey,A 4729,Requires disclosure to be made when generative artificial intelligence is used to operate chatbots that provide election related information.,pending,2026-03-10,https://openstates.org/nj/bills/222/A4729/,,labeling-mandates,
os-5366c358-1f29-4747-9d3d-eeea509e0d73,bill,New Jersey,A 4731,Directs professional and occupational boards to promulgate rules for licensee use of generative artificial intelligence.,pending,2026-03-10,https://openstates.org/nj/bills/222/A4731/,,,New Jersey professional and occupational boards
os-4863ccc5-5399-43aa-8140-d0eca1974b7b,resolution,Hawaii,SR 32,REQUESTING THE DEPARTMENT OF EDUCATION TO DEVELOP ARTIFICIAL INTELLIGENCE LITERACY CURRICULA PLANS AND PROGRAMS FOR USE IN PUBLIC SCHOOLS.,pending,2026-03-10,https://openstates.org/hi/bills/2026/SR32/,,,
os-9cf35507-12ae-4004-b3c5-048b93788fe9,bill,New Jersey,A 4733,Prohibits advertising generative artificial intelligence as able to practice regulated profession or occupation.,pending,2026-03-10,https://openstates.org/nj/bills/222/A4733/,,,
os-2ff4a1da-2697-4caa-87dc-886e00bd7169,bill,New Jersey,A 4728,Regulates deceptive use of artificial intelligence in photo advertising of certain dwellings.,pending,2026-03-10,https://openstates.org/nj/bills/222/A4728/,,labeling-mandates,
os-c3ad7150-8c74-4dde-b1c0-28ab1d40639e,bill,New Jersey,A 4732,Requires artificial intelligence companion operators to provide notifications that users are not communicating with human.,pending,2026-03-10,https://openstates.org/nj/bills/222/A4732/,,labeling-mandates,
os-adeb8793-d1b6-409c-aec4-81484e65b34a,bill,Kansas,SB 531,Prohibiting the development or operation of any new large load data center in a county that has had a drought emergency declared for such county pursuant to the Kansas emergency management act within the preceding three years.,failed,2026-03-09,https://openstates.org/ks/bills/2025-2026/SB531/,,data-center-limits,
os-cd1ade0d-f007-4f96-b527-d1f5433eec17,resolution,Pennsylvania,HR 425,A Resolution urging the United States Congress to suspend any and all efforts to pass Federal legislation that would impose a moratorium on state-level artificial intelligence regulation; recognizing the potential benefits along with the risks of misuse and systemic harm of artificial intelligence; acknowledging the importance of state regulation of such technologies; and reaffirming the Pennsylvania General Assembly's sovereign authority to legislate for the protection of Pennsylvanians.,pending,2026-03-09,https://openstates.org/pa/bills/2025-2026/HR425/,,,
os-bc68c3b1-7e4c-405e-b05f-d22a22b744ec,bill,Minnesota,SF 4280,Use regulation of artificial intelligence in psychotherapy services,pending,2026-03-09,https://openstates.org/mn/bills/2025-2026/SF4280/,,,
os-7b49377f-238e-473c-9a65-b14ce9cd2cad,bill,Minnesota,SF 4296,Public hearings and certain disclosures prior to approval of data center development requirement,pending,2026-03-09,https://openstates.org/mn/bills/2025-2026/SF4296/,,data-center-limits,
os-51202f06-2de4-46e0-8c36-e78a17706393,bill,Minnesota,SF 4298,"New data center moratorium established, and Public Utility Commission required to submit a report",pending,2026-03-09,https://openstates.org/mn/bills/2025-2026/SF4298/,,data-center-limits,Minnesota Public Utility Commission
os-2521acf6-ab2a-41d5-81b1-dcadb6763383,bill,New York,S 9390,Relates to the rules of evidence and the admissibility of evidence alleged to be fabricated by generative artificial intelligence,pending,2026-03-06,https://openstates.org/ny/bills/2025-2026/S9390/,deepfakes,,
os-9a5712d4-c84f-4d16-a29d-3bad6fa4d7f2,bill,Massachusetts,H 5178,Study Order,pending,2026-03-05,https://openstates.org/ma/bills/194th/H5178/,,,
os-f0656251-c216-4d3b-b4de-6557eb925ea9,bill,Connecticut,HB 5497,AN ACT ESTABLISHING A TASK FORCE TO STUDY THE EFFECTS OF ARTIFICIAL INTELLIGENCE ON THE TRADES INDUSTRY.,pending,2026-03-05,https://openstates.org/ct/bills/2026/HB5497/,,,
us-119-hr-7826,bill,Congress,H.R. 7826,HBCU AI Research Leadership Act,pending,2026-03-05,https://www.congress.gov/bill/119th-congress/house-bill/7826,,,
os-5da4d5ab-31f0-479c-8665-eedae7f4cbf5,bill,Connecticut,SB 417,AN ACT REQUIRING THE DEPARTMENT OF ECONOMIC AND COMMUNITY DEVELOPMENT TO DEVELOP A PLAN TO ESTABLISH AN ARTIFICIAL INTELLIGENCE SMALL BUSINESS PROGRAM.,passed,2026-03-05,https://openstates.org/ct/bills/2026/SB417/,,,Connecticut Department of Economic and Community Development
us-119-hr-7858,bill,Congress,H.R. 7858,Data Center Community Impact Act,pending,2026-03-05,https://www.congress.gov/bill/119th-congress/house-bill/7858,,,
os-57906160-bb22-4e7a-9b96-fc7b1e49d9b4,bill,Minnesota,SF 4114,Constitutional amendment proposal excluding artificial intelligence from the right to free speech,pending,2026-03-04,https://openstates.org/mn/bills/2025-2026/SF4114/,,,
os-b7f29742-13f7-47a1-b7db-1aeda36b80a5,bill,Kentucky,HB 937,AN ACT relating to high intensity technological infrastructure.,pending,2026-03-04,https://openstates.org/ky/bills/2026RS/HB937/,,data-center-limits,
us-119-hr-7786,bill,Congress,H.R. 7786,AI Fraud Accountability Act,pending,2026-03-04,https://www.congress.gov/bill/119th-congress/house-bill/7786,,,
us-119-s-3982,bill,Congress,S. 3982,AI Fraud Accountability Act of 2026,pending,2026-03-04,https://www.congress.gov/bill/119th-congress/senate-bill/3982,,,
os-a7cf670d-8353-48e7-a016-fab515cadc26,bill,Kansas,SB 526,"Requiring data centers to be located on land that was zoned for industrial or manufacturing uses or was not zoned on July 1, 2025, to qualify for the sales tax exemption for qualified data centers.",failed,2026-03-04,https://openstates.org/ks/bills/2025-2026/SB526/,,data-center-limits,
os-d99a44ee-0096-4baf-b772-d8214b3a1292,bill,New York,A 10379,Prohibits artificial intelligence companions from using features which are considered unsafe for minors,pending,2026-03-03,https://openstates.org/ny/bills/2025-2026/A10379/,kids-chatbots,,
os-62badd13-161b-4a7d-9af6-eb4614dcde56,bill,Minnesota,HF 3893,"Use of artificial intelligence in psychotherapy services regulated, and civil penalties provided.",pending,2026-03-02,https://openstates.org/mn/bills/2025-2026/HF3893/,,,
os-84a7bc7c-5abd-40f8-b682-e8a55997470b,bill,Louisiana,SB 347,"COLLEGES/UNIVERSITIES: Provides for the crime of ""unlawful deepfake"" to be added to the definition of power-based violence under the Campus Accountability and Safety Act. (gov sig)",passed,2026-02-27,https://openstates.org/la/bills/2026/SB347/,,,
os-540879b1-e85f-40bb-88a4-8592c3db2a4e,bill,Louisiana,SB 346,SCHOOLS: Prohibits the use of deepfake material against students enrolled in K-12. (8/1/26),passed,2026-02-27,https://openstates.org/la/bills/2026/SB346/,deepfakes,,
os-f1141256-3961-49c3-a9f8-6736cadf286b,bill,Louisiana,HB 734,COMMERCE: Creates a consumer bill of rights regarding artificial intelligence,pending,2026-02-27,https://openstates.org/la/bills/2026/HB734/,,,
os-24706fcd-414f-463e-ab11-6a0e2c698e3c,bill,Louisiana,HB 880,"INSURANCE: Creates the Louisiana Artificial Intelligence Insurance Fairness Act (OR +$1,029,533 SG EX See Note)",pending,2026-02-27,https://openstates.org/la/bills/2026/HB880/,,,
os-bf012db9-36a8-4fca-a788-e382f4487057,bill,Louisiana,HB 791,"COMMERCIAL REGULATIONS: Provides relative to the regulation of artificial intelligence (OR +$256,243 GF EX See Note)",pending,2026-02-27,https://openstates.org/la/bills/2026/HB791/,,,
os-82b06b4c-c821-49ac-ae09-8beda3253e18,bill,Louisiana,HB 686,CRIME/MISDEMEANOR: Provides for the unlawful use of artificial intelligence in telephone calls (OR SEE FISC NOTE LF EX),pending,2026-02-27,https://openstates.org/la/bills/2026/HB686/,deepfakes,,
os-1521cd39-f1a2-40ea-af34-fd2c0c3c18a3,bill,Louisiana,HB 639,ELECTIONS/CAMPAIGNS: Requires disclosure of the use of artificial intelligence in telephone campaign communications,passed,2026-02-27,https://openstates.org/la/bills/2026/HB639/,,labeling-mandates,
os-a0f984da-90de-4147-a9de-06b2b9f20c1d,bill,South Carolina,S 963,"Artificial intelligence, consumer protection",pending,2026-02-26,https://openstates.org/sc/bills/2025-2026/S963/,bias,,
os-52618f7e-04c3-400f-893d-8a4f0e34ba39,bill,Alabama,HB 524,Artificial Intelligence; state agencies required to perform quarterly AI-assisted review of rules,pending,2026-02-26,https://openstates.org/al/bills/2026rs/HB524/,,,Alabama state agencies
os-78d4dd37-c68e-4381-baa3-f06bcc91c5e6,bill,Wisconsin,SB 1066,Relating to: use of artificial intelligence to deny prior authorization for medical necessity or experimental status.,pending,2026-02-26,https://openstates.org/wi/bills/2025/SB1066/,,,
os-e744508e-b5c1-4908-b516-0371c81b6caf,bill,Minnesota,SF 3984,Prior authorization  usage of algorithms or artificial intelligence prohibition provision,pending,2026-02-26,https://openstates.org/mn/bills/2025-2026/SF3984/,,,
os-f39b7307-84e1-464c-8805-e80eafdef1e5,bill,Connecticut,HB 5342,AN ACT CONCERNING THE USE OF ARTIFICIAL INTELLIGENCE AND OTHER MEANS TO GENERATE DECEPTIVE SYNTHETIC MEDIA AND AFFECT ELECTIONS.,failed,2026-02-26,https://openstates.org/ct/bills/2026/HB5342/,deepfakes,,
os-caac034d-b91c-4c6c-91c7-c4986d19da4a,bill,Louisiana,SB 246,HEALTH/ACC INSURANCE: Establishes requirements for health insurance issuers using artificial intelligence or automated decision systems. (8/1/26),pending,2026-02-26,https://openstates.org/la/bills/2026/SB246/,,,
os-3a803c0e-a9ea-4164-a2bf-10cad96e28d8,bill,Louisiana,HB 459,ELECTIONS/CANDIDATES: Provides relative to the use of artificial intelligence in political campaigns,passed,2026-02-26,https://openstates.org/la/bills/2026/HB459/,,,
os-c1806c4e-444e-42f1-b6c2-800b443305ff,bill,Michigan,HB 5594,Businesses: other; moratorium on certain approvals for and operation of any new data centers; provide for. Creates new act.   TIE BAR WITH: HB 5596'26,pending,2026-02-26,https://openstates.org/mi/bills/2025-2026/HB5594/,,data-center-limits,
os-cb498145-bc08-42da-8c09-83c02120509d,bill,Michigan,HB 5596,Businesses: other; Michigan zoning enabling act; make subject to the data center regulation act. Amends sec. 205 of 2006 PA 110 (MCL 125.3205).   TIE BAR WITH: HB 5594'26,pending,2026-02-26,https://openstates.org/mi/bills/2025-2026/HB5596/,,,
os-c0c01c35-d1f9-426c-87af-761010afaf21,bill,Michigan,HB 5595,Public utilities: public service commission; moratorium on approvals by the Michigan public service commission of any new enterprise data centers; provide for. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 10ii.,pending,2026-02-26,https://openstates.org/mi/bills/2025-2026/HB5595/,,data-center-limits,Michigan Public Service Commission
os-53f7eca5-cb82-40da-bbf5-61bff801bbb5,bill,Wisconsin,SB 1061,Relating to: moratorium on data centers.,failed,2026-02-26,https://openstates.org/wi/bills/2025/SB1061/,,data-center-limits,
os-c56b43ac-c8f3-4c40-a966-7edefe317a1c,resolution,South Carolina,H 5286,Data Center Moratorium,pending,2026-02-26,https://openstates.org/sc/bills/2025-2026/H5286/,,data-center-limits,
os-e3a466e9-8d3d-416e-9430-dfb8ba8525b9,bill,Alabama,SB 328,Artificial Intelligence; state agencies required to perform quarterly AI-assisted review of rules,pending,2026-02-25,https://openstates.org/al/bills/2026rs/SB328/,,,Alabama state agencies
os-4e8ff354-6db6-4d71-9bad-8047315cb144,bill,Pennsylvania,HB 2246,"An Act amending Title 27 (Environmental Resources) of the Pennsylvania Consolidated Statutes, in water resources planning, further providing for State water plan and providing for covered data centers; and promulgating regulations.",pending,2026-02-25,https://openstates.org/pa/bills/2025-2026/HB2246/,,data-center-limits,
os-c998c671-cfcd-4141-a4da-70e8b68e2458,bill,Louisiana,HB 425,CONSUMERS/PROTECTION: Provides for consumer protection practices for customers engaging with artificial intelligence (OR SEE FISC NOTE GF EX),pending,2026-02-25,https://openstates.org/la/bills/2026/HB425/,,,
os-7c8f3ccd-7d02-4794-9ebf-946a65140a1f,bill,Louisiana,HB 421,LABOR: Provides relative to the use of automated decision systems with respect to employment decisions (OR INCREASE GF EX See Note),pending,2026-02-25,https://openstates.org/la/bills/2026/HB421/,,,
os-275c2835-1787-4c0c-a5c3-14a4c23e57f1,bill,Michigan,HB 5579,Labor: fair employment practices; use of electronic monitoring or automated decisions tools by an employer; prohibit except for certain purposes. Creates new act.,pending,2026-02-24,https://openstates.org/mi/bills/2025-2026/HB5579/,,,
os-afd340c1-598d-46cf-b4f1-be18ced7ab1b,bill,New Jersey,S 3668,Requires notification of use of artificial intelligence system in certain communications with consumers.,pending,2026-02-24,https://openstates.org/nj/bills/222/S3668/,,labeling-mandates,
os-8b1cebb8-5f46-40af-9a13-61200bad5ee9,bill,South Carolina,H 5253,Ai in education,pending,2026-02-24,https://openstates.org/sc/bills/2025-2026/H5253/,,mandatory-reporting,
os-331f4c21-704b-4875-b954-51384de4f890,bill,Iowa,HF 2715,"A bill for an act relating to chatbots, including deployer requirements and interactions with minors.",pending,2026-02-24,https://openstates.org/ia/bills/2025-2026/HF2715/,kids-chatbots,,
os-f44bc4b8-a2e4-4490-ae87-94e8c3c538c2,bill,New Jersey,S 3639,"Requires BPU, DCA, and DEP to establish expedited approval and permitting procedures for artificial intelligence data centers powered by small modular nuclear reactors.",pending,2026-02-24,https://openstates.org/nj/bills/222/S3639/,,,New Jersey Board of Public Utilities; New Jersey Department of Consumer Affairs; New Jersey Department of Environmental Protection
os-89b010ca-de09-4762-b8b8-0fc9f39ec361,bill,New Jersey,S 3702,Restricts use of certain artificial intelligence generated communications in election campaigns.,pending,2026-02-24,https://openstates.org/nj/bills/222/S3702/,,labeling-mandates,
os-71a3f049-5e34-486b-b430-48c0465cd01d,bill,Louisiana,HB 295,TECHNOLOGY: Prohibits the development of artificial intelligence systems with certain capabilities involving interactions with minors (OR SEE FISC NOTE GF EX),pending,2026-02-24,https://openstates.org/la/bills/2026/HB295/,kids-chatbots,,
os-ab0f1c1d-2bd6-421e-be0d-8ba3eff55936,bill,Ohio,HB 710,"Prohibit public support, limit construction of, new data centers",pending,2026-02-24,https://openstates.org/oh/bills/136/HB710/,,data-center-limits,
os-ae18899e-6928-4a5f-866f-6fc755d130b9,bill,Iowa,HF 2691,A bill for an act relating to the ownership of artificial intelligence output and trained artificial intelligence.,pending,2026-02-23,https://openstates.org/ia/bills/2025-2026/HF2691/,,,
os-af8ede6e-ab05-4507-8d7d-73163f99d529,bill,Iowa,SF 2421,"A bill for an act relating to utilization review organizations’ use of artificial intelligence, prior authorization determinations and exemptions, and audits, and including applicability provisions.",failed,2026-02-23,https://openstates.org/ia/bills/2025-2026/SF2421/,,,
os-718ca15e-fc19-40e9-a690-cdec70185e89,bill,Louisiana,SB 110,CRIME/PUNISHMENT: Prohibits using a child's image to train artificial intelligence to produce child sexual abuse materials. (8/1/26),passed,2026-02-23,https://openstates.org/la/bills/2026/SB110/,deepfakes,,
os-fe2275f6-80d6-42b7-96b3-1de90fa5dd52,bill,Iowa,HF 2690,"A bill for an act relating to water and energy use for data centers, including reporting and tariff requirements, and including effective date provisions.",pending,2026-02-23,https://openstates.org/ia/bills/2025-2026/HF2690/,,mandatory-reporting,
os-9d2f7c2f-66d9-4b59-a5c8-5fb0f11342b9,bill,California,AB 2619,Water resources: data centers.,pending,2026-02-20,https://openstates.org/ca/bills/20252026/AB2619/,,mandatory-reporting,
os-d8e35e47-baaa-480c-bf69-4769e70f6082,bill,California,AB 2383,Electricity: data centers.,pending,2026-02-20,https://openstates.org/ca/bills/20252026/AB2383/,,,California Public Utilities Commission
os-1f701cd3-30f5-48b2-9295-79de5c9ab404,bill,California,AB 2469,Data centers: water use disclosures.,pending,2026-02-20,https://openstates.org/ca/bills/20252026/AB2469/,,data-center-limits,
os-40a83692-bbff-43af-b420-8f23fbb1302f,bill,California,AB 2583,Office of Small Business Advocate: artificial intelligence.,pending,2026-02-20,https://openstates.org/ca/bills/20252026/AB2583/,,,California Small Business Advocate
os-ef6a9dc0-cad5-41c2-acf9-e6f2b5f8d8e3,bill,California,AB 2545,Report: labor force impact: artificial intelligence.,pending,2026-02-20,https://openstates.org/ca/bills/20252026/AB2545/,job-loss,mandatory-reporting,California Employment Development Department
os-51079868-aa19-40ea-8b8c-af1fb9219a97,bill,California,AB 2653,State contracts: report: modern foundation models and associated artificial intelligence systems.,pending,2026-02-20,https://openstates.org/ca/bills/20252026/AB2653/,,mandatory-reporting,California Department of Industrial Relations; California Department of Technology
os-ff66c287-1cc2-480b-b2e1-5ca50b55f4c8,bill,California,AB 2487,Artificial intelligence: education and workforce development.,pending,2026-02-20,https://openstates.org/ca/bills/20252026/AB2487/,,,California Community Colleges; California Governor's Office of Business and Economic Development (GO-Biz); California Office of Small Business Advocate
os-17646ab4-fc60-439c-92d9-97a784df5757,bill,California,AB 2392,Public postsecondary education: generative artificial intelligence systems: procurement standards: training.,pending,2026-02-20,https://openstates.org/ca/bills/20252026/AB2392/,,mandatory-reporting,California Community Colleges Chancellor's Office; California State University
os-19f7ea54-1b57-4f3b-b0c4-aab76b5f7d24,bill,California,AB 2575,Health care services: artificial intelligence.,pending,2026-02-20,https://openstates.org/ca/bills/20252026/AB2575/,,,
os-9d032192-f7c7-426e-9540-a53676c690bd,bill,California,AB 2656,Public employees: notice: artificial intelligence performing service within scope of work.,pending,2026-02-20,https://openstates.org/ca/bills/20252026/AB2656/,,mandatory-reporting,
os-eadaf24f-fdeb-4104-9ed8-99bcc9e78fe1,bill,New Jersey,S 3611,Directs planning boards to submit certain data center development plans to BPU and State Planning Commission and requires State Planning Commission approval for data center development under MLUL; excludes data centers from economic development subsidies.,pending,2026-02-19,https://openstates.org/nj/bills/222/S3611/,,data-center-limits; mandatory-reporting,New Jersey Board of Public Utilities; New Jersey State Planning Commission
os-b253cc44-466a-456c-9a0e-997f075a71b1,bill,New Jersey,A 4096,Requires data center owners and operators to submit semi-annual water and energy usage reports to BPU.,pending,2026-02-19,https://openstates.org/nj/bills/222/A4096/,,mandatory-reporting,New Jersey Board of Public Utilities
os-0010f68b-e796-4fcb-8719-b0c9ade29c94,bill,New Jersey,A 4163,"Provides civil penalties for campaign advertisements containing ""deepfake"" misrepresentations of candidates.",pending,2026-02-19,https://openstates.org/nj/bills/222/A4163/,deepfakes,,
os-443815a2-b466-4974-ad11-6c2788ec5f88,bill,Georgia,HB 1399,"Georgia Likeness, Expression, Generative AI, and Commercial Yield (LEGACY) Act; enact",pending,2026-02-19,https://openstates.org/ga/bills/2025_26/HB1399/,,,
os-2b0d08ae-b07d-42df-af7b-adbbe6c04948,bill,New Jersey,A 4352,Requires school districts to provide instruction on artificial intelligence; requires Secretary of Higher Education to develop artificial intelligence model curricula.,pending,2026-02-19,https://openstates.org/nj/bills/222/A4352/,,,New Jersey Secretary of Higher Education
os-3d0892a8-53f8-45b9-92f5-d9c97da8ccb0,bill,Iowa,SF 2415,"A bill for an act relating to provider requirements concerning the mental health of users of an artificial intelligence chatbot, and providing civil penalties.",pending,2026-02-19,https://openstates.org/ia/bills/2025-2026/SF2415/,,,
os-a6e25fb6-5fe9-48ab-b94f-2405b2badb42,bill,Missouri,HB 3369,Prohibits the issuance of permits for construction of data centers for one year in St. Louis,pending,2026-02-19,https://openstates.org/mo/bills/2026/HB3369/,,data-center-limits,
os-407bf028-f3bc-43dc-8a76-25273d73dac5,bill,Louisiana,HB 230,CONSUMERS/PROTECTION: Provides for disclosure of artificial intelligence-generated content (OR SEE FISC NOTE GF EX),pending,2026-02-19,https://openstates.org/la/bills/2026/HB230/,,labeling-mandates,
os-b980e519-67d2-47bf-90e2-6ceaf693c924,bill,Georgia,SB 540,Online Internet Safety; certain disclosures related to conversational AI services; require,passed,2026-02-19,https://openstates.org/ga/bills/2025_26/SB540/,kids-chatbots,labeling-mandates; mandatory-reporting,Georgia Attorney General
os-7e0a0600-0fa1-43c4-96f4-a15c2abdd1df,bill,Colorado,HB 1263,Conversational Artificial Intelligence Service Operator Requirements,pending,2026-02-19,https://openstates.org/co/bills/2026A/HB1263/,kids-chatbots,id-age-checks,Colorado Attorney General
os-9b76ffb5-275d-456f-b376-7ac90f8b533d,bill,Georgia,HB 1387,Ad valorem tax; state-wide homestead exemption in an amount as determined from proceeds generated from collection of certain ad valorem property taxes on data centers,pending,2026-02-19,https://openstates.org/ga/bills/2025_26/HB1387/,,,
os-d5be8254-753c-4ccf-8969-cc6b243a7b00,bill,Connecticut,SB 245,AN ACT ELIMINATING CERTAIN TAX INCENTIVES FOR DATA CENTERS.,pending,2026-02-19,https://openstates.org/ct/bills/2026/SB245/,,,
os-d9c8942e-ff6e-429d-a278-0862c0a02e67,bill,California,SB 1168,Data centers: rate structures.,pending,2026-02-18,https://openstates.org/ca/bills/20252026/SB1168/,power-bills,,
os-5fb36241-4138-401d-ad4d-bf273ac7a4eb,bill,New York,S 9236,Relates to falsely reporting an incident through the use of artificial intelligence,pending,2026-02-18,https://openstates.org/ny/bills/2025-2026/S9236/,deepfakes,,
os-fda4b996-5383-4064-a8fd-7f62614a044a,bill,South Carolina,H 5206,Health insurance,pending,2026-02-18,https://openstates.org/sc/bills/2025-2026/H5206/,,labeling-mandates; mandatory-reporting,
os-2adf1738-c5ed-4708-9c7c-9296395f1fd5,bill,California,AB 2169,Social media platforms: artificial intelligence models.,pending,2026-02-18,https://openstates.org/ca/bills/20252026/AB2169/,,new-agency-powers,California Attorney General
os-e1d8d941-035b-4e16-8bc1-5771e0d84ff9,bill,Louisiana,HB 197,HEALTH CARE/PROVIDERS: Provides for the use of artificial intelligence by healthcare providers,pending,2026-02-18,https://openstates.org/la/bills/2026/HB197/,,,
os-8130c73c-9714-43fe-8298-cbfe0c3cbe41,bill,Idaho,H 727,SEX CRIMES – Amends existing law to revise a provision regarding video voyeurism and to revise a penalty for disclosing explicit synthetic media.,passed,2026-02-18,https://openstates.org/id/bills/2026/H727/,deepfakes,,
os-63399321-7a20-40ac-95c3-98f5df1a9c7e,bill,California,SB 1159,Artificial intelligence: transparency and governance.,pending,2026-02-18,https://openstates.org/ca/bills/20252026/SB1159/,deepfakes,labeling-mandates,
os-5fa7bcc4-8793-4751-a174-86f5bd874c15,bill,Georgia,SB 530,Georgia Property Tax Fairness Fund; create,pending,2026-02-18,https://openstates.org/ga/bills/2025_26/SB530/,,,
os-b067b61a-9262-4d75-a2ac-6f62824e1c20,resolution,Georgia,SR 789,Senate Study Committee on the Impact of Artificial Intelligence; create,pending,2026-02-17,https://openstates.org/ga/bills/2025_26/SR789/,,,
os-c68f34c9-2172-4fd8-9af3-0a537c35de0d,bill,California,SB 1119,Companion chatbots: children's safety.,passed,2026-02-17,https://openstates.org/ca/bills/20252026/SB1119/,kids-chatbots,id-age-checks; mandatory-reporting,
os-3742b5a5-5a25-4b34-ad8c-82e2c50e3246,bill,California,AB 2023,Companion chatbots: children's safety.,pending,2026-02-17,https://openstates.org/ca/bills/20252026/AB2023/,kids-chatbots,id-age-checks; labeling-mandates; mandatory-reporting; new-agency-powers,California Attorney General
os-e3d1bd17-cdcb-47af-9c9c-3df16809e6ad,bill,Georgia,HB 1351,State government; require state agencies to provide a notice to employees when using artificial intelligence in personnel matters,pending,2026-02-17,https://openstates.org/ga/bills/2025_26/HB1351/,,labeling-mandates,
os-78939abd-1a42-4d7d-8192-7f03e32943b4,bill,California,AB 2027,Worker data: prohibitions: artificial intelligence.,pending,2026-02-17,https://openstates.org/ca/bills/20252026/AB2027/,job-loss,,California Labor Commissioner
os-d90df44e-8a58-40ef-a81d-f50a6f3cbf0b,bill,Georgia,HB 1323,Electrical service; require new data centers to operate as hybrid power data centers,pending,2026-02-17,https://openstates.org/ga/bills/2025_26/HB1323/,,data-center-limits,Georgia Public Service Commission
os-5f740097-4ee4-487b-ae88-6d8b0c7a8f16,bill,Iowa,HF 2540,"A bill for an act relating to computer science and artificial intelligence education, including high school curricula and graduation requirements, and practitioner preparation programs, and including applicability provisions.",pending,2026-02-16,https://openstates.org/ia/bills/2025-2026/HF2540/,,,
os-c493c6ae-dbd2-43df-b377-da3f62829c8d,bill,Iowa,HF 2528,"A bill for an act modifying the duties of the workforce development board, state board of education, and department of education related to cyber and artificial intelligence.",pending,2026-02-16,https://openstates.org/ia/bills/2025-2026/HF2528/,,,Iowa Department of Education; Iowa State Board of Education; Iowa Workforce Development Board
os-f5df843c-a77d-44ab-a118-4443a4d7d812,bill,Iowa,HF 2469,"A bill for an act prohibiting the use of an automated decision-making system to alter the price of a product or service for a specific individual based on surveillance data, and providing civil penalties.",pending,2026-02-16,https://openstates.org/ia/bills/2025-2026/HF2469/,,,
os-1a9163a2-45a3-4e62-9b19-f3c85acfb77e,bill,Iowa,HF 2507,"A bill for an act establishing requirements and guidelines for conversational AI services, and providing civil penalties, and including applicability provisions.",failed,2026-02-16,https://openstates.org/ia/bills/2025-2026/HF2507/,,,
os-78fadbca-05cc-4c0c-958e-714f27f356e0,bill,Idaho,H 687,PROCUREMENT – Adds to existing law to establish provisions regarding unbiased artificial intelligence in state government purchasing.,pending,2026-02-16,https://openstates.org/id/bills/2026/H687/,,,
os-5adc1cc7-994b-41fc-8f8a-da588b263e7f,bill,Iowa,HF 2447,"A bill for an act relating to water and energy use for data centers, including reporting and tariff requirements, and including effective date provisions.",pending,2026-02-16,https://openstates.org/ia/bills/2025-2026/HF2447/,power-bills,mandatory-reporting,
os-a86cb1f4-d146-4ed8-a14f-1c146e2e216b,bill,West Virginia,HB 5590,Create a limited and predictable water-quantity review framework for High Impact Data Centers (HIDCs) in West Virginia.,pending,2026-02-16,https://openstates.org/wv/bills/2026/HB5590/,,data-center-limits,
os-60efbe6c-97e6-4023-8796-99bdd29c6620,bill,Maryland,HB 1385,Health Insurance - Use of Artificial Intelligence - Human Evaluation,pending,2026-02-13,https://openstates.org/md/bills/2026/HB1385/,,,
os-ee966e52-0a89-405f-b851-69bca33169be,bill,California,AB 1988,Companion chatbots: crisis interruption pauses.,pending,2026-02-13,https://openstates.org/ca/bills/20252026/AB1988/,,mandatory-reporting,California Office of Suicide Prevention
os-260ba277-8629-4669-ab17-1433925c5359,bill,Louisiana,HB 157,TRADEMARKS/TRADE NAMES: Establishes a cause of action for misuse of artificial intelligence,pending,2026-02-13,https://openstates.org/la/bills/2026/HB157/,,,
os-6c7bff09-bd55-4a28-886b-e92fab6f0bf1,bill,Idaho,S 1297,ARTIFICIAL INTELLIGENCE – Adds to existing law to establish the Conversational AI Safety Act.,passed,2026-02-13,https://openstates.org/id/bills/2026/S1297/,,,
os-0e0feaf2-09ee-4eb0-a8b8-674b7fe74feb,bill,Rhode Island,SB 2570,AN ACT RELATING TO HEALTH AND SAFETY -- USE OF ARTIFICIAL INTELLIGENCE BY HEALTHCARE PROVIDERS NOTIFICATION ACT,passed,2026-02-13,https://openstates.org/ri/bills/2026/SB2570/,,labeling-mandates,
os-5c08e519-4989-46cb-a8c1-84d4c82cf7e5,bill,California,SB 1106,Agentic artificial intelligence.,pending,2026-02-13,https://openstates.org/ca/bills/20252026/SB1106/,ai-cyberattacks,mandatory-reporting,California Department of Technology; California Office of Emergency Services
os-27027fe1-4d89-4b66-b142-bf83c09b5ab7,bill,Kentucky,HB 641,AN ACT relating to mental health chatbots.,pending,2026-02-13,https://openstates.org/ky/bills/2026RS/HB641/,,labeling-mandates; new-agency-powers,Kentucky Attorney General
os-c149a455-ecd2-4eba-9efe-1c206cda51ad,bill,Louisiana,HB 119,CRIME: Provides relative to unlawful conduct involving images of another person created by artificial intelligence (EN SEE FISC NOTE GF EX),passed,2026-02-13,https://openstates.org/la/bills/2026/HB119/,deepfakes,,
os-cb82093c-0c07-48f6-a228-90b42def8a2b,bill,California,AB 1979,Health care services: artificial intelligence.,pending,2026-02-13,https://openstates.org/ca/bills/20252026/AB1979/,,labeling-mandates,California Medical Board; California Osteopathic Medical Board
